Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,Tasa
Del Libertador General Bernardo O’Higgins,6.0,Requinoa,6116.0,30371.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,8.0,9.0,10.0,10.0,19.0,20.0,31.0,36.0,43.0,51.0,167.9
Del Libertador General Bernardo O’Higgins,6.0,San Fernando,6301.0,78642.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,10.0,14.0,14.0,17.0,25.0,34.0,46.0,57.0,71.0,80.0,101.7
Del Libertador General Bernardo O’Higgins,6.0,San Vicente,6117.0,50617.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,9.0,11.0,14.0,20.0,25.0,35.0,40.0,43.0,45.0,51.0,52.0,67.0,81.0,160.0
Del Libertador General Bernardo O’Higgins,6.0,Santa Cruz,6310.0,41096.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,6.0,11.0,12.0,13.0,15.0,19.0,22.0,35.0,46.0,111.9
Del Libertador General Bernardo O’Higgins,6.0,Total,,991063.0,16.0,26.0,33.0,42.0,43.0,44.0,48.0,54.0,55.0,60.0,81.0,92.0,114.0,133.0,168.0,215.0,324.0,423.0,503.0,606.0,773.0,845.0,1047.0,1280.0,1658.0,2044.0,206.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maule,7.0,Cauquenes,7201.0,44143.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,8.0,10.0,12.0,13.0,13.0,13.0,13.0,14.0,20.0,23.0,26.0,32.0,44.0,63.0,91.0,143.0,141.0,164.0,371.5
Maule,7.0,Chanco,7202.0,9331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,11.0,13.0,139.3
Maule,7.0,Colbun,7402.0,22565.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,9.0,10.0,13.0,19.0,20.0,32.0,33.0,42.0,46.0,53.0,60.0,265.9
Maule,7.0,Constitucion,7102.0,50348.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,11.0,11.0,18.0,19.0,21.0,23.0,23.0,23.0,26.0,27.0,28.0,31.0,33.0,35.0,39.0,42.0,50.0,62.0,123.1
Maule,7.0,Curepto,7103.0,9426.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,12.0,14.0,12.0,13.0,13.0,13.0,13.0,14.0,148.5
Maule,7.0,Curico,7301.0,163626.0,6.0,8.0,11.0,13.0,13.0,17.0,20.0,23.0,24.0,31.0,31.0,37.0,45.0,45.0,51.0,56.0,63.0,83.0,116.0,163.0,231.0,279.0,429.0,534.0,677.0,780.0,476.7
Maule,7.0,Empedrado,7104.0,4206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,71.3
Maule,7.0,Hualane,7302.0,10222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,18.0,21.0,46.0,63.0,76.0,81.0,792.4
Maule,7.0,Licanten,7303.0,6989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,114.5
Maule,7.0,Linares,7401.0,101073.0,4.0,6.0,10.0,11.0,12.0,13.0,13.0,13.0,15.0,22.0,22.0,24.0,27.0,27.0,31.0,34.0,46.0,49.0,60.0,65.0,75.0,84.0,103.0,107.0,129.0,162.0,160.3
Maule,7.0,Longavi,7403.0,32810.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,7.0,10.0,13.0,19.0,20.0,27.0,31.0,44.0,49.0,68.0,94.0,286.5
Maule,7.0,Maule,7105.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,13.0,22.0,22.0,23.0,23.0,24.0,24.0,28.0,29.0,36.0,45.0,50.0,52.0,78.0,90.0,105.0,111.0,185.0
Maule,7.0,Molina,7304.0,49800.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,10.0,13.0,20.0,23.0,33.0,46.0,55.0,62.0,124.5
Maule,7.0,Parral,7404.0,44544.0,4.0,0.0,0.0,0.0,4.0,5.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,13.0,21.0,34.0,56.0,72.0,96.0,106.0,130.0,143.0,321.0
Maule,7.0,Pelarco,7106.0,9083.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,13.0,13.0,17.0,19.0,19.0,21.0,23.0,26.0,33.0,33.0,363.3
Maule,7.0,Pelluhue,7203.0,8092.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,10.0,10.0,10.0,10.0,12.0,12.0,30.0,32.0,395.5
Maule,7.0,Pencahue,7107.0,8601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,12.0,12.0,14.0,14.0,17.0,18.0,209.3
Maule,7.0,Rauco,7305.0,11248.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,10.0,12.0,17.0,17.0,20.0,28.0,248.9
Maule,7.0,Retiro,7405.0,21071.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,13.0,19.0,49.0,59.0,68.0,78.0,370.2
Maule,7.0,Rio Claro,7108.0,14753.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,7.0,7.0,8.0,9.0,9.0,9.0,11.0,11.0,13.0,14.0,14.0,16.0,19.0,22.0,25.0,26.0,176.2
Maule,7.0,Romeral,7306.0,16170.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,18.0,32.0,44.0,53.0,70.0,76.0,470.0
Maule,7.0,Sagrada Familia,7307.0,19469.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,10.0,14.0,23.0,32.0,164.4
Maule,7.0,San Clemente,7109.0,46292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,9.0,9.0,10.0,10.0,14.0,19.0,23.0,25.0,36.0,44.0,55.0,60.0,78.0,88.0,111.0,129.0,278.7
Maule,7.0,San Javier,7406.0,49451.0,0.0,0.0,0.0,7.0,7.0,8.0,8.0,9.0,11.0,16.0,20.0,20.0,23.0,23.0,25.0,27.0,34.0,34.0,41.0,45.0,49.0,54.0,66.0,82.0,104.0,120.0,242.7
Maule,7.0,San Rafael,7110.0,9959.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,12.0,29.0,41.0,45.0,48.0,55.0,59.0,65.0,71.0,712.9
Maule,7.0,Talca,7101.0,236724.0,34.0,37.0,42.0,48.0,51.0,51.0,51.0,57.0,91.0,133.0,145.0,149.0,160.0,162.0,163.0,166.0,191.0,203.0,247.0,283.0,311.0,329.0,392.0,433.0,530.0,607.0,256.4
Maule,7.0,Teno,7308.0,30850.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,11.0,12.0,12.0,15.0,22.0,31.0,34.0,110.2
Maule,7.0,Vichuquen,7309.0,4381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maule,7.0,Villa Alegre,7407.0,17512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,6.0,12.0,17.0,23.0,30.0,171.3
Maule,7.0,Yerbas Buenas,7408.0,19200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,8.0,15.0,18.0,24.0,28.0,46.0,48.0,59.0,62.0,322.9
Maule,7.0,Total,,1131939.0,58.0,71.0,89.0,108.0,119.0,131.0,141.0,152.0,223.0,310.0,359.0,375.0,408.0,413.0,439.0,468.0,557.0,620.0,800.0,974.0,1207.0,1377.0,1872.0,2214.0,2726.0,3133.0,276.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuble,16.0,Bulnes,16102.0,22607.0,12.0,18.0,32.0,36.0,45.0,48.0,48.0,48.0,48.0,54.0,59.0,60.0,62.0,72.0,77.0,80.0,108.0,132.0,138.0,160.0,169.0,178.0,189.0,197.0,201.0,205.0,906.8
Nuble,16.0,Chillan,16101.0,198624.0,114.0,173.0,240.0,291.0,327.0,342.0,355.0,373.0,387.0,395.0,411.0,405.0,414.0,415.0,418.0,429.0,444.0,493.0,505.0,550.0,582.0,601.0,648.0,700.0,767.0,807.0,406.3
Nuble,16.0,Chillan Viejo,16103.0,33827.0,13.0,22.0,26.0,30.0,34.0,40.0,44.0,45.0,45.0,49.0,52.0,55.0,55.0,55.0,55.0,57.0,61.0,67.0,72.0,91.0,97.0,100.0,107.0,115.0,126.0,130.0,384.3
Nuble,16.0,Cobquecura,16202.0,5275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuble,16.0,Coelemu,16203.0,16845.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,8.0,18.0,21.0,25.0,29.0,35.0,35.0,207.8
Nuble,16.0,Coihueco,16302.0,28375.0,0.0,0.0,0.0,6.0,7.0,8.0,11.0,11.0,14.0,21.0,24.0,25.0,40.0,42.0,42.0,42.0,45.0,50.0,50.0,52.0,53.0,53.0,53.0,54.0,61.0,62.0,218.5
Nuble,16.0,El Carmen,16104.0,12334.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,16.0,17.0,25.0,27.0,28.0,31.0,251.3
Nuble,16.0,Ninhue,16204.0,5414.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,10.0,12.0,11.0,12.0,15.0,277.1
Nuble,16.0,Niquen,16303.0,11567.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,9.0,9.0,11.0,20.0,28.0,32.0,41.0,354.5
Nuble,16.0,Pemuco,16105.0,8639.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,9.0,10.0,10.0,10.0,11.0,11.0,15.0,16.0,16.0,20.0,231.5
Nuble,16.0,Pinto,16106.0,11880.0,0.0,0.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,17.0,15.0,15.0,15.0,15.0,17.0,17.0,18.0,151.5
Nuble,16.0,Portezuelo,16205.0,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,141.7
Nuble,16.0,Quillon,16107.0,18777.0,4.0,7.0,15.0,17.0,22.0,22.0,23.0,23.0,24.0,26.0,26.0,28.0,30.0,32.0,32.0,33.0,33.0,39.0,39.0,44.0,53.0,55.0,67.0,76.0,88.0,95.0,505.9
Nuble,16.0,Quirihue,16201.0,12192.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,8.0,12.0,16.0,16.0,16.0,17.0,20.0,21.0,21.0,23.0,23.0,188.6
Nuble,16.0,Ranquil,16206.0,6261.0,0.0,0.0,5.0,7.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,191.7
Nuble,16.0,San Carlos,16301.0,56252.0,8.0,13.0,13.0,19.0,28.0,29.0,31.0,31.0,31.0,32.0,34.0,34.0,35.0,36.0,37.0,42.0,46.0,48.0,52.0,55.0,67.0,71.0,91.0,113.0,145.0,158.0,280.9
Nuble,16.0,San Fabian,16304.0,4654.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,171.9
Nuble,16.0,San Ignacio,16108.0,16624.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,8.0,10.0,11.0,11.0,11.0,14.0,14.0,16.0,24.0,26.0,30.0,33.0,45.0,65.0,391.0
Nuble,16.0,San Nicolas,16305.0,12172.0,0.0,0.0,4.0,10.0,11.0,12.0,12.0,14.0,14.0,14.0,14.0,16.0,16.0,14.0,15.0,15.0,17.0,17.0,19.0,25.0,26.0,26.0,33.0,35.0,40.0,43.0,353.3
Nuble,16.0,Treguaco,16207.0,5696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,52.7
Nuble,16.0,Yungay,16109.0,18596.0,0.0,7.0,10.0,26.0,37.0,38.0,42.0,42.0,45.0,46.0,46.0,48.0,52.0,55.0,55.0,55.0,57.0,58.0,59.0,59.0,62.0,62.0,63.0,67.0,69.0,72.0,387.2
Nuble,16.0,Total,,511551.0,162.0,259.0,370.0,474.0,561.0,589.0,618.0,634.0,656.0,689.0,721.0,731.0,766.0,785.0,796.0,824.0,890.0,998.0,1037.0,1148.0,1251.0,1303.0,1440.0,1566.0,1735.0,1850.0,361.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biobio,8.0,Alto Biobio,8314.0,6775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,45.0,88.0,98.0,120.0,123.0,132.0,1948.3
Biobio,8.0,Antuco,8302.0,4306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0,14.0,16.0,18.0,19.0,23.0,24.0,557.4
Biobio,8.0,Arauco,8202.0,38679.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,15.0,15.0,18.0,28.0,34.0,44.0,63.0,68.0,75.0,85.0,91.0,235.3
Biobio,8.0,Cabrero,8303.0,30725.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,8.0,9.0,9.0,13.0,15.0,16.0,16.0,22.0,22.0,23.0,24.0,26.0,26.0,27.0,29.0,30.0,34.0,37.0,45.0,146.5
Biobio,8.0,Canete,8203.0,37003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,11.0,14.0,15.0,20.0,21.0,21.0,56.8
Biobio,8.0,Chiguayante,8103.0,91180.0,6.0,18.0,26.0,32.0,35.0,40.0,41.0,37.0,39.0,41.0,57.0,58.0,61.0,69.0,71.0,75.0,77.0,84.0,87.0,88.0,97.0,108.0,119.0,126.0,149.0,163.0,178.8
Biobio,8.0,Concepcion,8101.0,238092.0,28.0,47.0,53.0,70.0,73.0,81.0,92.0,130.0,142.0,149.0,136.0,139.0,147.0,141.0,159.0,171.0,177.0,184.0,209.0,236.0,284.0,321.0,355.0,385.0,464.0,541.0,227.2
Biobio,8.0,Contulmo,8204.0,6330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,15.8
Biobio,8.0,Coronel,8102.0,125829.0,0.0,11.0,12.0,13.0,18.0,18.0,18.0,15.0,15.0,15.0,16.0,18.0,21.0,22.0,29.0,30.0,39.0,46.0,56.0,66.0,111.0,159.0,196.0,216.0,275.0,309.0,245.6
Biobio,8.0,Curanilahue,8205.0,33892.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,7.0,8.0,13.0,22.0,26.0,76.7
Biobio,8.0,Florida,8104.0,11841.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,59.1
Biobio,8.0,Hualpen,8112.0,97273.0,0.0,39.0,50.0,67.0,74.0,83.0,93.0,65.0,70.0,77.0,103.0,104.0,103.0,115.0,120.0,123.0,130.0,133.0,142.0,146.0,152.0,159.0,175.0,184.0,199.0,217.0,223.1
Biobio,8.0,Hualqui,8105.0,26201.0,0.0,0.0,0.0,7.0,7.0,7.0,8.0,9.0,13.0,15.0,19.0,19.0,20.0,20.0,20.0,21.0,22.0,24.0,27.0,33.0,42.0,43.0,46.0,50.0,53.0,56.0,213.7
Biobio,8.0,Laja,8304.0,23873.0,0.0,0.0,0.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,10.0,12.0,12.0,12.0,15.0,24.0,42.0,51.0,54.0,57.0,59.0,62.0,67.0,67.0,72.0,76.0,318.4
Biobio,8.0,Lebu,8201.0,27100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,8.0,9.0,11.0,40.6
Biobio,8.0,Los Alamos,8206.0,22524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,7.0,31.1
Biobio,8.0,Los Angeles,8301.0,218515.0,11.0,15.0,12.0,17.0,22.0,22.0,22.0,25.0,26.0,30.0,31.0,31.0,31.0,31.0,33.0,45.0,71.0,96.0,137.0,160.0,208.0,236.0,295.0,327.0,368.0,400.0,183.1
Biobio,8.0,Lota,8106.0,45750.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,13.0,15.0,24.0,32.0,35.0,44.0,54.0,61.0,70.0,80.0,88.0,192.3
Biobio,8.0,Mulchen,8305.0,31041.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,11.0,11.0,11.0,14.0,20.0,22.0,24.0,27.0,27.0,87.0
Biobio,8.0,Nacimiento,8306.0,27944.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,16.0,20.0,21.0,24.0,28.0,32.0,35.0,37.0,38.0,42.0,46.0,58.0,207.6
Biobio,8.0,Negrete,8307.0,10429.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,9.0,16.0,25.0,27.0,30.0,39.0,39.0,43.0,58.0,65.0,623.3
Biobio,8.0,Penco,8107.0,49865.0,0.0,0.0,0.0,5.0,5.0,5.0,9.0,11.0,12.0,15.0,17.0,18.0,19.0,20.0,20.0,21.0,22.0,23.0,24.0,26.0,33.0,37.0,45.0,63.0,82.0,103.0,206.6
Biobio,8.0,Quilaco,8308.0,4179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,119.6
Biobio,8.0,Quilleco,8309.0,10032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,6.0,6.0,59.8
Biobio,8.0,San Pedro de la Paz,8108.0,145906.0,18.0,50.0,56.0,63.0,71.0,73.0,80.0,75.0,75.0,85.0,99.0,99.0,100.0,106.0,109.0,112.0,117.0,119.0,133.0,147.0,183.0,197.0,216.0,236.0,279.0,318.0,217.9
Biobio,8.0,San Rosendo,8310.0,3611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,138.5
Biobio,8.0,Santa Barbara,8311.0,14592.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,7.0,13.0,14.0,18.0,26.0,34.0,40.0,43.0,45.0,50.0,342.7
Biobio,8.0,Santa Juana,8109.0,14779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,8.0,16.0,21.0,142.1
Biobio,8.0,Talcahuano,8110.0,158345.0,0.0,23.0,29.0,36.0,45.0,46.0,56.0,82.0,85.0,97.0,90.0,95.0,103.0,109.0,118.0,127.0,136.0,143.0,161.0,167.0,189.0,206.0,244.0,262.0,289.0,313.0,197.7
Biobio,8.0,Tirua,8207.0,11019.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,8.0,72.6
Biobio,8.0,Tome,8111.0,58729.0,4.0,6.0,9.0,25.0,30.0,30.0,37.0,37.0,37.0,41.0,50.0,50.0,50.0,49.0,50.0,63.0,67.0,71.0,73.0,75.0,79.0,85.0,96.0,107.0,135.0,145.0,246.9
Biobio,8.0,Tucapel,8312.0,15205.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,7.0,8.0,12.0,24.0,35.0,49.0,50.0,328.8
Biobio,8.0,Yumbel,8313.0,22132.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,10.0,14.0,14.0,14.0,14.0,19.0,24.0,27.0,32.0,35.0,37.0,44.0,198.8
Biobio,8.0,Total,,1663696.0,85.0,240.0,302.0,383.0,439.0,474.0,512.0,542.0,578.0,627.0,688.0,703.0,727.0,759.0,839.0,930.0,1034.0,1145.0,1313.0,1462.0,1783.0,2074.0,2374.0,2638.0,3077.0,3433.0,206.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Araucania,9.0,Angol,9201.0,56058.0,7.0,13.0,12.0,15.0,23.0,24.0,28.0,36.0,38.0,51.0,75.0,80.0,106.0,110.0,112.0,118.0,122.0,124.0,127.0,138.0,149.0,157.0,172.0,185.0,226.0,262.0,467.4
La Araucania,9.0,Carahue,9102.0,25486.0,0.0,0.0,0.0,0.0,6.0,6.0,18.0,20.0,22.0,26.0,30.0,31.0,30.0,34.0,35.0,36.0,35.0,36.0,39.0,45.0,50.0,53.0,63.0,69.0,68.0,69.0,270.7
La Araucania,9.0,Cholchol,9121.0,12341.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,16.0,22.0,24.0,24.0,194.5
